0;0.057308745
0.02;0.060883727
0.04;0.057870874
0.06;0.052423775
0.08;0.047058386
0.1;0.043113663
0.12;0.041117649
0.14;0.041072713
0.16;0.042672352
0.18;0.045460779
0.2;0.048945362
0.22;0.052670869
0.24;0.056263465
0.26;0.059451398
0.28;0.062068405
0.3;0.064044988
0.32;0.065391909
0.34;0.066179487
0.36;0.066515586
0.38;0.066524544
0.4;0.06632871
0.42;0.066033699
0.44;0.065718059
0.46;0.065427562
0.48;0.065174019
0.5;0.064938207
0.52;0.064676221
0.54;0.064328422
0.56;0.063829974
0.58;0.063121921
0.6;0.062161705
0.62;0.060932091
0.64;0.059447538
0.66;0.057757209
0.68;0.055944028
0.7;0.054119445
0.72;0.05241389
0.74;0.050963278
0.76;0.049892363
0.78;0.04929621
0.8;0.049221623
0.82;0.049650947
0.84;0.050491346
0.86;0.051573345
0.88;0.052663223
0.9;0.053494648
0.92;0.053825858
0.94;0.053529602
0.96;0.052724077
0.98;0.051954145
1;0.052433222
