0;0.023540189
0.02;0.023517293
0.04;0.023106753
0.06;0.022917959
0.08;0.022262346
0.1;0.021616876
0.12;0.02071358
0.14;0.019752783
0.16;0.018662956
0.18;0.017551319
0.2;0.016401245
0.22;0.015166924
0.24;0.013889246
0.26;0.01260878
0.28;0.011247136
0.3;0.009945395
0.32;0.008809607
0.34;0.007600516
0.36;0.006552622
0.38;0.00545178
0.4;0.004420788
0.42;0.004102431
0.44;0.002632854
0.46;0.002173538
0.48;0.001628723
0.5;0.001557234
0.52;0.002031906
0.54;0.002929868
0.56;0.004219106
0.58;0.006039864
0.6;0.007785611
0.62;0.00983588
0.64;0.01206638
0.66;0.01405895
0.68;0.016166082
0.7;0.017805619
0.72;0.01930721
0.74;0.020516502
0.76;0.02159971
0.78;0.022184949
0.8;0.022820397
0.82;0.022905711
0.84;0.023291651
0.86;0.023012988
0.88;0.022856328
0.9;0.022839079
0.92;0.022655159
0.94;0.022814396
0.96;0.022804641
0.98;0.023377938
1;0.023394152
