Vastus medialis;0.000000;0.088650;;
Vastus medialis;0.010000;0.094338;;
Vastus medialis;0.020000;0.101878;;
Vastus medialis;0.030000;0.114424;;
Vastus medialis;0.040000;0.113020;;
Vastus medialis;0.050000;0.109352;;
Vastus medialis;0.060000;0.099720;;
Vastus medialis;0.070000;0.094691;;
Vastus medialis;0.080000;0.093499;;
Vastus medialis;0.090000;0.078125;;
Vastus medialis;0.100000;0.068381;;
Vastus medialis;0.110000;0.073032;;
Vastus medialis;0.120000;0.065516;;
Vastus medialis;0.130000;0.059572;;
Vastus medialis;0.140000;0.053758;;
Vastus medialis;0.150000;0.052104;;
Vastus medialis;0.160000;0.056922;;
Vastus medialis;0.170000;0.056785;;
Vastus medialis;0.180000;0.050114;;
Vastus medialis;0.190000;0.044306;;
Vastus medialis;0.200000;0.047815;;
Vastus medialis;0.210000;0.045259;;
Vastus medialis;0.220000;0.044377;;
Vastus medialis;0.230000;0.045730;;
Vastus medialis;0.240000;0.050709;;
Vastus medialis;0.250000;0.049810;;
Vastus medialis;0.260000;0.050570;;
Vastus medialis;0.270000;0.050735;;
Vastus medialis;0.280000;0.051236;;
Vastus medialis;0.290000;0.042026;;
Vastus medialis;0.300000;0.033411;;
Vastus medialis;0.310000;0.029356;;
Vastus medialis;0.320000;0.027295;;
Vastus medialis;0.330000;0.027670;;
Vastus medialis;0.340000;0.024435;;
Vastus medialis;0.350000;0.024622;;
Vastus medialis;0.360000;0.024476;;
Vastus medialis;0.370000;0.024717;;
Vastus medialis;0.380000;0.026014;;
Vastus medialis;0.390000;0.024733;;
Vastus medialis;0.400000;0.023948;;
Vastus medialis;0.410000;0.025945;;
Vastus medialis;0.420000;0.027711;;
Vastus medialis;0.430000;0.026161;;
Vastus medialis;0.440000;0.026796;;
Vastus medialis;0.450000;0.026386;;
Vastus medialis;0.460000;0.026334;;
Vastus medialis;0.470000;0.027303;;
Vastus medialis;0.480000;0.026687;;
Vastus medialis;0.490000;0.029464;;
Vastus medialis;0.500000;0.028351;;
Vastus medialis;0.510000;0.027416;;
Vastus medialis;0.520000;0.027926;;
Vastus medialis;0.530000;0.027206;;
Vastus medialis;0.540000;0.025019;;
Vastus medialis;0.550000;0.026273;;
Vastus medialis;0.560000;0.025293;;
Vastus medialis;0.570000;0.029853;;
Vastus medialis;0.580000;0.038290;;
Vastus medialis;0.590000;0.037397;;
Vastus medialis;0.600000;0.032921;;
Vastus medialis;0.610000;0.031620;;
Vastus medialis;0.620000;0.035219;;
Vastus medialis;0.630000;0.035166;;
Vastus medialis;0.640000;0.032606;;
Vastus medialis;0.650000;0.031554;;
Vastus medialis;0.660000;0.031616;;
Vastus medialis;0.670000;0.033581;;
Vastus medialis;0.680000;0.034507;;
Vastus medialis;0.690000;0.032479;;
Vastus medialis;0.700000;0.026428;;
Vastus medialis;0.710000;0.026901;;
Vastus medialis;0.720000;0.025273;;
Vastus medialis;0.730000;0.020815;;
Vastus medialis;0.740000;0.020489;;
Vastus medialis;0.750000;0.019866;;
Vastus medialis;0.760000;0.019888;;
Vastus medialis;0.770000;0.019747;;
Vastus medialis;0.780000;0.019146;;
Vastus medialis;0.790000;0.018692;;
Vastus medialis;0.800000;0.020029;;
Vastus medialis;0.810000;0.021395;;
Vastus medialis;0.820000;0.022773;;
Vastus medialis;0.830000;0.022844;;
Vastus medialis;0.840000;0.023398;;
Vastus medialis;0.850000;0.029584;;
Vastus medialis;0.860000;0.033426;;
Vastus medialis;0.870000;0.033970;;
Vastus medialis;0.880000;0.035461;;
Vastus medialis;0.890000;0.042834;;
Vastus medialis;0.900000;0.047530;;
Vastus medialis;0.910000;0.049533;;
Vastus medialis;0.920000;0.052933;;
Vastus medialis;0.930000;0.052613;;
Vastus medialis;0.940000;0.063215;;
Vastus medialis;0.950000;0.076310;;
Vastus medialis;0.960000;0.087129;;
Vastus medialis;0.970000;0.097339;;
Vastus medialis;0.980000;0.092481;;
Vastus medialis;0.990000;0.089862;;
Vastus medialis;1.000000;0.089768;;
