0;0.03047549
0.02;0.030480752
0.04;0.030350698
0.06;0.03014615
0.08;0.029911533
0.1;0.029677655
0.12;0.029464209
0.14;0.029282012
0.16;0.029134997
0.18;0.029021965
0.2;0.028938113
0.22;0.028876346
0.24;0.028828392
0.26;0.028785726
0.28;0.028740321
0.3;0.028685226
0.32;0.028615009
0.34;0.028526041
0.36;0.028416669
0.38;0.028287265
0.4;0.028140177
0.42;0.027979587
0.44;0.027811291
0.46;0.027642421
0.48;0.027481099
0.5;0.027336066
0.52;0.027216269
0.54;0.027130444
0.56;0.027086682
0.58;0.027092013
0.6;0.027152007
0.62;0.027270407
0.64;0.027448809
0.66;0.027686397
0.68;0.02797975
0.7;0.02832273
0.72;0.028706465
0.74;0.029119435
0.76;0.029547683
0.78;0.029975153
0.8;0.030384169
0.82;0.030756078
0.84;0.031072053
0.86;0.031314078
0.88;0.031466133
0.9;0.031515569
0.92;0.031454718
0.94;0.031282715
0.96;0.031007578
0.98;0.030648529
1;0.030238591
