0;0.057730422
0.02;0.059906331
0.04;0.059670769
0.06;0.058482605
0.08;0.057242885
0.1;0.056436044
0.12;0.056247537
0.14;0.056660294
0.16;0.057532279
0.18;0.058657332
0.2;0.059811355
0.22;0.060785781
0.24;0.061410145
0.26;0.061565496
0.28;0.061190211
0.3;0.060279729
0.32;0.058881547
0.34;0.057086748
0.36;0.055019179
0.38;0.052823327
0.4;0.050651775
0.42;0.048653042
0.44;0.046960492
0.46;0.045682851
0.48;0.044896804
0.5;0.044641986
0.52;0.044918595
0.54;0.045687715
0.56;0.046874354
0.58;0.04837305
0.6;0.050055815
0.62;0.051782051
0.64;0.053409964
0.66;0.054808889
0.68;0.055871828
0.7;0.056527364
0.72;0.05675004
0.74;0.056568134
0.76;0.056067677
0.78;0.055391428
0.8;0.05473142
0.82;0.054313558
0.84;0.054372643
0.86;0.055116096
0.88;0.056674516
0.9;0.059037096
0.92;0.061969829
0.94;0.064914291
0.96;0.066864691
0.98;0.066220749
1;0.060613875
