0;0.051910033
0.02;0.051951666
0.04;0.05209232
0.06;0.052026304
0.08;0.052166202
0.1;0.052219243
0.12;0.052321396
0.14;0.052304708
0.16;0.052507296
0.18;0.052420295
0.2;0.05264355
0.22;0.052644918
0.24;0.052795664
0.26;0.052886931
0.28;0.052989583
0.3;0.052944103
0.32;0.053043811
0.34;0.053044675
0.36;0.053015348
0.38;0.053198397
0.4;0.053255163
0.42;0.053444465
0.44;0.053760214
0.46;0.054092739
0.48;0.054825482
0.5;0.055551787
0.52;0.056223483
0.54;0.057126745
0.56;0.057797942
0.58;0.058289176
0.6;0.058556973
0.62;0.058187415
0.64;0.057546133
0.66;0.056728795
0.68;0.055874553
0.7;0.054947979
0.72;0.054104534
0.74;0.053409599
0.76;0.052814156
0.78;0.052279481
0.8;0.052064529
0.82;0.051762422
0.84;0.051745989
0.86;0.051608566
0.88;0.051573686
0.9;0.051542214
0.92;0.051695578
0.94;0.051557982
0.96;0.051974
0.98;0.051659512
1;0.052005609
