0;0.060089893
0.02;0.060318812
0.04;0.060700115
0.06;0.060925234
0.08;0.061399767
0.1;0.061816661
0.12;0.062290115
0.14;0.06263955
0.16;0.063189901
0.18;0.063428685
0.2;0.063959328
0.22;0.06425261
0.24;0.064686724
0.26;0.065047755
0.28;0.065407693
0.3;0.065604395
0.32;0.065928871
0.34;0.066137964
0.36;0.066293748
0.38;0.066636264
0.4;0.06681345
0.42;0.067077784
0.44;0.067403945
0.46;0.067661291
0.48;0.068215851
0.5;0.068655764
0.52;0.068939852
0.54;0.069378225
0.56;0.069544401
0.58;0.06952287
0.6;0.069304657
0.62;0.068495943
0.64;0.067469623
0.66;0.066307748
0.68;0.065146186
0.7;0.063974782
0.72;0.062903432
0.74;0.062010739
0.76;0.061190808
0.78;0.060491757
0.8;0.0601097
0.82;0.059792932
0.84;0.059606706
0.86;0.059493341
0.88;0.059465046
0.9;0.059449346
0.92;0.059646131
0.94;0.059398198
0.96;0.059886676
0.98;0.059641408
1;0.060069731
