0;0.042948353
0.02;0.04308838
0.04;0.042899562
0.06;0.043000164
0.08;0.042687005
0.1;0.042408206
0.12;0.041862127
0.14;0.041238048
0.16;0.040458871
0.18;0.03962745
0.2;0.038723906
0.22;0.037700302
0.24;0.036599774
0.26;0.0354603
0.28;0.034206877
0.3;0.032982553
0.32;0.031894817
0.34;0.030707773
0.36;0.029658595
0.38;0.028536753
0.4;0.027459063
0.42;0.027062979
0.44;0.025478395
0.46;0.024867064
0.48;0.024149418
0.5;0.023910796
0.52;0.024256548
0.54;0.02508555
0.56;0.026361412
0.58;0.028197356
0.6;0.029933459
0.62;0.031941
0.64;0.034033264
0.66;0.035857501
0.68;0.037659178
0.7;0.038962555
0.72;0.040162709
0.74;0.040940572
0.76;0.041694692
0.78;0.041980981
0.8;0.042395927
0.82;0.042358694
0.84;0.042583393
0.86;0.04227769
0.88;0.042097582
0.9;0.041996304
0.92;0.041712326
0.94;0.042027895
0.96;0.042082877
0.98;0.042633005
1;0.042862898
