0;0.043315842
0.02;0.040412222
0.04;0.039745258
0.06;0.040184864
0.08;0.040988775
0.1;0.041710345
0.12;0.042121133
0.14;0.042146817
0.16;0.041815046
0.18;0.041213892
0.2;0.040459667
0.22;0.039672889
0.24;0.038961296
0.26;0.038408854
0.28;0.038069756
0.3;0.037966517
0.32;0.038091307
0.34;0.038409739
0.36;0.038866406
0.38;0.039391515
0.4;0.039908052
0.42;0.040338961
0.44;0.040613901
0.46;0.04067521
0.48;0.040482768
0.5;0.040017535
0.52;0.039283576
0.54;0.038308497
0.56;0.037142244
0.58;0.03585431
0.6;0.034529453
0.62;0.033262095
0.64;0.032149653
0.66;0.031285097
0.68;0.030749126
0.7;0.030602402
0.72;0.030878351
0.74;0.031577121
0.76;0.032661348
0.78;0.034054434
0.8;0.035642142
0.82;0.037278348
0.84;0.038795883
0.86;0.040023442
0.88;0.04080964
0.9;0.041055315
0.92;0.040755298
0.94;0.040050897
0.96;0.03929443
0.98;0.039127212
1;0.040572456
